timestamp,angle_real_hitch,error_hitch,angle_real_beta,error_beta,angle_calculated
0.857,-1.27,1.59,-1.27,1.59,0.32
0.863,-1.27,1.59,-1.27,1.59,0.32
0.865,-1.27,1.59,-1.27,1.59,0.32
0.889,-1.27,1.59,-1.27,1.59,0.32
0.914,-1.27,1.59,-1.27,1.59,0.32
0.916,-1.27,1.59,-1.27,1.59,0.32
0.926,-1.27,1.60,-1.27,1.60,0.33
0.962,-1.27,1.59,-1.27,1.59,0.32
0.965,-1.27,1.59,-1.27,1.59,0.32
0.968,-1.27,1.59,-1.27,1.59,0.32
0.994,-1.27,1.64,-1.27,1.64,0.37
1.015,-1.27,1.64,-1.27,1.64,0.37
1.020,-1.27,1.64,-1.27,1.64,0.37
1.030,-1.27,1.61,-1.27,1.61,0.34
1.062,-1.27,1.60,-1.27,1.60,0.33
1.066,-1.27,1.60,-1.27,1.60,0.33
1.069,-1.27,1.60,-1.27,1.60,0.33
1.096,-1.27,1.58,-1.27,1.58,0.31
1.118,-1.27,1.58,-1.27,1.58,0.31
1.123,-1.27,1.58,-1.27,1.58,0.31
1.133,-1.27,1.62,-1.27,1.62,0.35
1.164,-1.27,1.58,-1.27,1.58,0.31
1.169,-1.27,1.58,-1.27,1.58,0.31
1.173,-1.27,1.58,-1.27,1.58,0.31
1.201,-1.27,1.60,-1.27,1.60,0.33
1.219,-1.27,1.60,-1.27,1.60,0.33
1.223,-1.27,1.60,-1.27,1.60,0.33
1.238,-1.27,1.58,-1.27,1.58,0.31
1.268,-1.27,1.56,-1.27,1.56,0.29
1.272,-1.27,1.56,-1.27,1.56,0.29
1.276,-1.27,1.56,-1.27,1.56,0.29
1.304,-1.27,1.60,-1.27,1.60,0.33
1.321,-1.27,1.60,-1.27,1.60,0.33
1.325,-1.27,1.60,-1.27,1.60,0.33
1.336,-1.27,1.60,-1.27,1.60,0.33
1.371,-1.27,1.60,-1.27,1.60,0.33
1.375,-1.27,1.60,-1.27,1.60,0.33
1.379,-1.27,1.62,-1.27,1.62,0.35
1.408,-1.27,1.61,-1.27,1.61,0.34
1.421,-1.27,1.61,-1.27,1.61,0.34
1.425,-1.27,1.61,-1.27,1.61,0.34
1.440,-1.27,1.59,-1.27,1.59,0.32
1.472,-1.27,1.59,-1.27,1.59,0.32
1.476,-1.27,1.59,-1.27,1.59,0.32
1.479,-1.27,1.59,-1.27,1.59,0.32
1.513,-1.27,1.59,-1.27,1.59,0.32
1.525,-1.27,1.59,-1.27,1.59,0.32
1.529,-1.27,1.59,-1.27,1.59,0.32
1.546,-1.27,1.56,-1.27,1.56,0.29
1.574,-1.27,1.56,-1.27,1.56,0.29
1.578,-1.27,1.56,-1.27,1.56,0.29
1.582,-1.27,1.61,-1.27,1.61,0.34
1.613,-1.27,1.64,-1.27,1.64,0.37
1.625,-1.27,1.64,-1.27,1.64,0.37
1.629,-1.27,1.64,-1.27,1.64,0.37
1.648,-1.27,1.59,-1.27,1.59,0.32
1.676,-1.27,1.59,-1.27,1.59,0.32
1.680,-1.27,1.59,-1.27,1.59,0.32
1.684,-1.27,1.60,-1.27,1.60,0.33
1.716,-1.27,1.60,-1.27,1.60,0.33
1.726,-1.27,1.60,-1.27,1.60,0.33
1.731,-1.27,1.60,-1.27,1.60,0.33
1.753,-1.27,1.62,-1.27,1.62,0.35
1.777,-1.27,1.62,-1.27,1.62,0.35
1.780,-1.27,1.62,-1.27,1.62,0.35
1.791,-1.27,1.60,-1.27,1.60,0.33
1.820,-1.27,1.60,-1.27,1.60,0.33
1.827,-1.27,1.60,-1.27,1.60,0.33
1.832,-1.27,1.60,-1.27,1.60,0.33
1.856,-1.27,1.58,-1.27,1.58,0.31
1.878,-1.27,1.58,-1.27,1.58,0.31
1.879,-1.27,1.58,-1.27,1.58,0.31
1.890,-1.27,1.59,-1.27,1.59,0.32
1.924,-1.27,1.61,-1.27,1.61,0.34
1.929,-1.27,1.61,-1.27,1.61,0.34
1.932,-1.27,1.61,-1.27,1.61,0.34
1.961,-1.27,1.56,-1.27,1.56,0.29
1.979,-1.27,1.56,-1.27,1.56,0.29
1.983,-1.27,1.56,-1.27,1.56,0.29
1.993,-1.27,1.61,-1.27,1.61,0.34
2.029,-1.27,1.60,-1.27,1.60,0.33
2.032,-1.27,1.60,-1.27,1.60,0.33
2.033,-1.27,1.60,-1.27,1.60,0.33
2.064,-1.27,1.58,-1.27,1.58,0.31
2.081,-1.27,1.58,-1.27,1.58,0.31
2.084,-1.27,1.58,-1.27,1.58,0.31
2.097,-1.27,1.58,-1.27,1.58,0.31
2.131,-1.27,1.58,-1.27,1.58,0.31
2.134,-1.27,1.58,-1.27,1.58,0.31
2.135,-1.27,1.60,-1.27,1.60,0.33
2.164,-1.27,1.60,-1.27,1.60,0.33
2.182,-1.27,1.60,-1.27,1.60,0.33
2.185,-1.27,1.60,-1.27,1.60,0.33
2.200,-1.27,1.61,-1.27,1.61,0.34
2.232,-1.27,1.61,-1.27,1.61,0.34
2.236,-1.27,1.61,-1.27,1.61,0.34
2.240,-1.27,1.63,-1.27,1.63,0.36
2.268,-1.27,1.63,-1.27,1.63,0.36
2.283,-1.27,1.63,-1.27,1.63,0.36
2.287,-1.27,1.63,-1.27,1.63,0.36
2.305,-1.27,1.61,-1.27,1.61,0.34
2.335,-1.27,1.61,-1.27,1.61,0.34
2.338,-1.27,1.61,-1.27,1.61,0.34
2.340,-1.27,1.63,-1.27,1.63,0.36
2.373,-1.27,1.57,-1.27,1.57,0.30
2.385,-1.27,1.57,-1.27,1.57,0.30
2.389,-1.27,1.57,-1.27,1.57,0.30
2.408,-1.27,1.58,-1.27,1.58,0.31
2.436,-1.27,1.58,-1.27,1.58,0.31
2.440,-1.27,1.58,-1.27,1.58,0.31
2.444,-1.27,1.59,-1.27,1.59,0.32
2.478,-1.27,1.62,-1.27,1.62,0.35
2.486,-1.27,1.62,-1.27,1.62,0.35
2.491,-1.27,1.62,-1.27,1.62,0.35
2.514,-1.27,1.60,-1.27,1.60,0.33
2.537,-1.27,1.60,-1.27,1.60,0.33
2.541,-1.27,1.60,-1.27,1.60,0.33
2.547,-1.27,1.62,-1.27,1.62,0.35
2.580,-1.27,1.59,-1.27,1.59,0.32
2.588,-1.27,1.59,-1.27,1.59,0.32
2.593,-1.27,1.59,-1.27,1.59,0.32
2.616,-1.27,1.61,-1.27,1.61,0.34
2.639,-1.27,1.61,-1.27,1.61,0.34
2.643,-1.27,1.61,-1.27,1.61,0.34
2.648,-1.27,1.64,-1.27,1.64,0.37
2.687,-1.27,1.59,-1.27,1.59,0.32
2.690,-1.27,1.59,-1.27,1.59,0.32
2.694,-1.27,1.59,-1.27,1.59,0.32
2.716,-1.27,1.61,-1.27,1.61,0.34
2.740,-1.27,1.61,-1.27,1.61,0.34
2.744,-1.27,1.61,-1.27,1.61,0.34
2.752,-1.27,1.58,-1.27,1.58,0.31
2.788,-1.27,1.58,-1.27,1.58,0.31
2.791,-1.27,1.58,-1.27,1.58,0.31
2.794,-1.27,1.58,-1.27,1.58,0.31
2.820,-1.27,1.61,-1.27,1.61,0.34
2.841,-1.27,1.61,-1.27,1.61,0.34
2.845,-1.27,1.61,-1.27,1.61,0.34
2.856,-1.27,1.62,-1.27,1.62,0.35
2.892,-1.27,1.59,-1.27,1.59,0.32
2.894,-1.27,1.59,-1.27,1.59,0.32
2.896,-1.27,1.59,-1.27,1.59,0.32
2.924,-1.27,1.59,-1.27,1.59,0.32
2.943,-1.27,1.59,-1.27,1.59,0.32
2.946,-1.27,1.59,-1.27,1.59,0.32
2.963,-1.27,1.61,-1.27,1.61,0.34
2.994,-1.27,1.60,-1.27,1.60,0.33
2.997,-1.27,1.60,-1.27,1.60,0.33
3.000,-1.27,1.60,-1.27,1.60,0.33
3.030,-1.27,1.59,-1.27,1.59,0.32
3.044,-1.27,1.59,-1.27,1.59,0.32
3.048,-1.27,1.59,-1.27,1.59,0.32
3.065,-1.27,1.61,-1.27,1.61,0.34
3.095,-1.27,1.61,-1.27,1.61,0.34
3.099,-1.27,1.61,-1.27,1.61,0.34
3.103,-1.27,1.59,-1.27,1.59,0.32
3.132,-1.27,1.59,-1.27,1.59,0.32
3.145,-1.27,1.59,-1.27,1.59,0.32
3.148,-1.27,1.59,-1.27,1.59,0.32
3.169,-1.27,1.58,-1.27,1.58,0.31
3.196,-1.27,1.58,-1.27,1.58,0.31
3.199,-1.27,1.58,-1.27,1.58,0.31
3.201,-1.27,1.60,-1.27,1.60,0.33
3.238,-1.27,1.62,-1.27,1.62,0.35
3.246,-1.27,1.62,-1.27,1.62,0.35
3.251,-1.27,1.62,-1.27,1.62,0.35
3.270,-1.27,1.59,-1.27,1.59,0.32
3.297,-1.27,1.59,-1.27,1.59,0.32
3.301,-1.27,1.59,-1.27,1.59,0.32
3.305,-1.27,1.59,-1.27,1.59,0.31
3.340,-1.27,1.60,-1.27,1.60,0.32
3.348,-1.27,1.60,-1.27,1.60,0.32
3.352,-1.27,1.60,-1.27,1.60,0.32
3.373,-1.27,1.60,-1.27,1.60,0.33
3.399,-1.27,1.60,-1.27,1.60,0.33
3.403,-1.27,1.60,-1.27,1.60,0.33
3.408,-1.27,1.58,-1.27,1.58,0.31
3.446,-1.27,1.58,-1.27,1.58,0.31
3.451,-1.27,1.58,-1.27,1.58,0.31
3.454,-1.27,1.58,-1.27,1.58,0.31
3.477,-1.27,1.60,-1.27,1.60,0.33
3.500,-1.27,1.60,-1.27,1.60,0.33
3.502,-1.27,1.60,-1.27,1.60,0.33
3.517,-1.27,1.59,-1.27,1.59,0.32
3.544,-1.27,1.62,-1.27,1.62,0.35
3.550,-1.27,1.62,-1.27,1.62,0.35
3.554,-1.27,1.62,-1.27,1.62,0.35
3.580,-1.27,1.59,-1.27,1.59,0.32
3.601,-1.27,1.59,-1.27,1.59,0.32
3.604,-1.27,1.59,-1.27,1.59,0.32
3.629,-1.27,1.61,-1.27,1.61,0.34
3.648,-1.27,1.61,-1.27,1.61,0.34
3.653,-1.27,1.61,-1.27,1.61,0.34
3.656,-1.27,1.61,-1.27,1.61,0.34
3.688,-1.27,1.59,-1.27,1.59,0.32
3.702,-1.27,1.59,-1.27,1.59,0.32
3.705,-1.27,1.59,-1.27,1.59,0.32
3.722,-1.27,1.59,-1.27,1.59,0.32
3.753,-1.27,1.59,-1.27,1.59,0.32
3.757,-1.27,1.59,-1.27,1.59,0.32
3.760,-1.27,1.59,-1.27,1.59,0.32
3.790,-1.27,1.57,-1.27,1.57,0.30
3.804,-1.27,1.57,-1.27,1.57,0.30
3.807,-1.27,1.57,-1.27,1.57,0.30
3.823,-1.27,1.60,-1.27,1.60,0.33
3.855,-1.27,1.60,-1.27,1.60,0.33
3.857,-1.27,1.60,-1.27,1.60,0.33
3.859,-1.27,1.58,-1.27,1.58,0.31
3.892,-1.27,1.59,-1.27,1.59,0.32
3.906,-1.27,1.59,-1.27,1.59,0.32
3.909,-1.27,1.59,-1.27,1.59,0.32
3.924,-1.27,1.60,-1.27,1.60,0.33
3.956,-1.27,1.60,-1.27,1.60,0.33
3.960,-1.27,1.60,-1.27,1.60,0.33
3.964,-1.27,1.60,-1.27,1.60,0.33
3.997,-1.27,1.60,-1.27,1.60,0.33
4.007,-1.27,1.60,-1.27,1.60,0.33
4.012,-1.27,1.60,-1.27,1.60,0.33
4.029,-1.27,1.59,-1.27,1.59,0.32
4.058,-1.27,1.59,-1.27,1.59,0.32
4.062,-1.27,1.59,-1.27,1.59,0.32
4.067,-1.27,1.59,-1.27,1.59,0.32
4.098,-1.27,1.58,-1.27,1.58,0.31
4.109,-1.27,1.58,-1.27,1.58,0.31
4.110,-1.27,1.58,-1.27,1.58,0.31
4.131,-1.27,1.60,-1.27,1.60,0.33
4.160,-1.27,1.60,-1.27,1.60,0.33
4.164,-1.27,1.60,-1.27,1.60,0.33
4.168,-1.27,1.61,-1.27,1.61,0.34
4.200,-1.27,1.60,-1.27,1.60,0.33
4.211,-1.27,1.60,-1.27,1.60,0.33
4.216,-1.27,1.60,-1.27,1.60,0.33
4.238,-1.27,1.61,-1.27,1.61,0.34
4.261,-1.27,1.61,-1.27,1.61,0.34
4.265,-1.27,1.61,-1.27,1.61,0.34
4.274,-1.27,1.62,-1.27,1.62,0.35
4.306,-1.27,1.60,-1.27,1.60,0.33
4.311,-1.27,1.60,-1.27,1.60,0.33
4.315,-1.27,1.60,-1.27,1.60,0.33
4.341,-1.27,1.57,-1.27,1.57,0.30
4.363,-1.27,1.57,-1.27,1.57,0.30
4.367,-1.27,1.57,-1.27,1.57,0.30
4.374,-1.27,1.63,-1.27,1.63,0.36
4.409,-1.27,1.59,-1.27,1.59,0.32
4.413,-1.27,1.59,-1.27,1.59,0.32
4.417,-1.27,1.59,-1.27,1.59,0.32
4.445,-1.27,1.59,-1.27,1.59,0.32
4.464,-1.27,1.59,-1.27,1.59,0.32
4.468,-1.27,1.59,-1.27,1.59,0.32
4.477,-1.27,1.60,-1.27,1.60,0.33
4.511,-1.27,1.59,-1.27,1.59,0.32
4.514,-1.27,1.59,-1.27,1.59,0.32
4.517,-1.27,1.59,-1.27,1.59,0.32
4.548,-1.27,1.58,-1.27,1.58,0.31
4.565,-1.27,1.58,-1.27,1.58,0.31
4.570,-1.27,1.58,-1.27,1.58,0.31
4.581,-1.27,1.57,-1.27,1.57,0.30
4.616,-1.27,1.57,-1.27,1.57,0.30
4.620,-1.27,1.57,-1.27,1.57,0.30
4.624,-1.27,1.59,-1.27,1.59,0.32
4.648,-1.27,1.62,-1.27,1.62,0.35
4.666,-1.27,1.62,-1.27,1.62,0.35
4.671,-1.27,1.62,-1.27,1.62,0.35
4.684,-1.27,1.60,-1.27,1.60,0.33
4.718,-1.27,1.60,-1.27,1.60,0.33
4.721,-1.27,1.60,-1.27,1.60,0.33
4.725,-1.27,1.63,-1.27,1.63,0.35
4.752,-1.27,1.61,-1.27,1.61,0.34
4.768,-1.27,1.61,-1.27,1.61,0.34
4.772,-1.27,1.61,-1.27,1.61,0.34
4.790,-1.27,1.60,-1.27,1.60,0.33
4.819,-1.27,1.60,-1.27,1.60,0.33
4.822,-1.27,1.60,-1.27,1.60,0.33
4.825,-1.27,1.63,-1.27,1.63,0.36
4.857,-1.27,1.60,-1.27,1.60,0.33
4.868,-1.27,1.60,-1.27,1.60,0.33
4.871,-1.27,1.60,-1.27,1.60,0.33
4.893,-1.27,1.60,-1.27,1.60,0.33
4.920,-1.27,1.60,-1.27,1.60,0.33
4.922,-1.27,1.60,-1.27,1.60,0.33
4.924,-1.27,1.59,-1.27,1.59,0.32
4.962,-1.27,1.60,-1.27,1.60,0.33
4.970,-1.27,1.60,-1.27,1.60,0.33
4.975,-1.27,1.60,-1.27,1.60,0.33
4.997,-1.27,1.59,-1.27,1.59,0.32
5.022,-1.27,1.59,-1.27,1.59,0.32
5.026,-1.27,1.59,-1.27,1.59,0.32
5.030,-1.27,1.59,-1.27,1.59,0.32
5.065,-1.27,1.61,-1.27,1.61,0.34
5.072,-1.27,1.61,-1.27,1.61,0.34
5.076,-1.27,1.61,-1.27,1.61,0.34
5.100,-1.27,1.62,-1.27,1.62,0.35
5.124,-1.27,1.62,-1.27,1.62,0.35
5.128,-1.27,1.62,-1.27,1.62,0.35
5.131,-1.27,1.61,-1.27,1.61,0.34
5.169,-1.27,1.57,-1.27,1.57,0.30
5.174,-1.27,1.57,-1.27,1.57,0.30
5.179,-1.27,1.57,-1.27,1.57,0.30
5.201,-1.27,1.61,-1.27,1.61,0.34
5.224,-1.27,1.61,-1.27,1.61,0.34
5.229,-1.27,1.61,-1.27,1.61,0.34
5.238,-1.27,1.59,-1.27,1.59,0.32
5.274,-1.27,1.61,-1.27,1.61,0.34
5.278,-1.27,1.61,-1.27,1.61,0.34
5.282,-1.27,1.61,-1.27,1.61,0.34
5.304,-1.27,1.61,-1.27,1.61,0.33
5.326,-1.27,1.61,-1.27,1.61,0.33
5.330,-1.27,1.61,-1.27,1.61,0.33
5.341,-1.27,1.60,-1.27,1.60,0.33
5.376,-1.27,1.62,-1.27,1.62,0.35
5.379,-1.27,1.62,-1.27,1.62,0.35
5.381,-1.27,1.62,-1.27,1.62,0.35
5.408,-1.27,1.59,-1.27,1.59,0.32
5.428,-1.27,1.59,-1.27,1.59,0.32
5.434,-1.27,1.59,-1.27,1.59,0.32
5.445,-1.27,1.58,-1.27,1.58,0.31
5.477,-1.27,1.59,-1.27,1.59,0.32
5.480,-1.27,1.59,-1.27,1.59,0.32
5.483,-1.27,1.59,-1.27,1.59,0.32
5.513,-1.27,1.59,-1.27,1.59,0.32
5.529,-1.27,1.59,-1.27,1.59,0.32
5.533,-1.27,1.59,-1.27,1.59,0.32
5.548,-1.27,1.63,-1.27,1.63,0.36
5.579,-1.27,1.63,-1.27,1.63,0.36
5.582,-1.27,1.63,-1.27,1.63,0.36
5.584,-1.27,1.60,-1.27,1.60,0.33
5.616,-1.27,1.62,-1.27,1.62,0.35
5.629,-1.27,1.62,-1.27,1.62,0.35
5.632,-1.27,1.62,-1.27,1.62,0.35
5.655,-1.27,1.59,-1.27,1.59,0.32
5.680,-1.27,1.59,-1.27,1.59,0.32
5.683,-1.27,1.59,-1.27,1.59,0.32
5.687,-1.27,1.59,-1.27,1.59,0.32
5.724,-1.27,1.60,-1.27,1.60,0.33
5.731,-1.27,1.60,-1.27,1.60,0.33
5.736,-1.27,1.60,-1.27,1.60,0.33
5.755,-1.27,1.60,-1.27,1.60,0.33
5.782,-1.27,1.60,-1.27,1.60,0.33
5.785,-1.27,1.60,-1.27,1.60,0.33
5.789,-1.27,1.58,-1.27,1.58,0.31
5.826,-1.27,1.61,-1.27,1.61,0.34
5.833,-1.27,1.61,-1.27,1.61,0.34
5.836,-1.27,1.61,-1.27,1.61,0.34
5.857,-1.27,1.60,-1.27,1.60,0.33
5.883,-1.27,1.60,-1.27,1.60,0.33
5.884,-1.27,1.60,-1.27,1.60,0.33
5.893,-1.27,1.64,-1.27,1.64,0.37
5.928,-1.27,1.62,-1.27,1.62,0.35
5.933,-1.27,1.62,-1.27,1.62,0.35
5.937,-1.27,1.62,-1.27,1.62,0.35
5.962,-1.27,1.62,-1.27,1.62,0.35
5.985,-1.27,1.62,-1.27,1.62,0.35
5.988,-1.27,1.62,-1.27,1.62,0.35
5.996,-1.27,1.58,-1.27,1.58,0.31
6.029,-1.27,1.59,-1.27,1.59,0.32
6.036,-1.27,1.59,-1.27,1.59,0.32
6.041,-1.27,1.59,-1.27,1.59,0.32
6.064,-1.27,1.60,-1.27,1.60,0.33
6.087,-1.27,1.60,-1.27,1.60,0.33
6.090,-1.27,1.60,-1.27,1.60,0.33
6.102,-1.27,1.60,-1.27,1.60,0.33
6.132,-1.27,1.58,-1.27,1.58,0.31
6.137,-1.27,1.58,-1.27,1.58,0.31
6.139,-1.27,1.58,-1.27,1.58,0.31
6.169,-1.27,1.58,-1.27,1.58,0.31
6.188,-1.27,1.58,-1.27,1.58,0.31
6.190,-1.27,1.58,-1.27,1.58,0.31
6.206,-1.27,1.64,-1.27,1.64,0.37
6.236,-1.27,1.62,-1.27,1.62,0.35
6.240,-1.27,1.62,-1.27,1.62,0.35
6.243,-1.27,1.62,-1.27,1.62,0.35
6.273,-1.27,1.59,-1.27,1.59,0.32
6.289,-1.27,1.59,-1.27,1.59,0.32
6.294,-1.27,1.59,-1.27,1.59,0.32
6.305,-1.27,1.59,-1.27,1.59,0.32
6.341,-1.27,1.59,-1.27,1.59,0.32
6.345,-1.27,1.59,-1.27,1.59,0.32
6.349,-1.27,1.62,-1.27,1.62,0.35
6.379,-1.27,1.60,-1.27,1.60,0.33
6.391,-1.27,1.60,-1.27,1.60,0.33
6.396,-1.27,1.60,-1.27,1.60,0.33
6.410,-1.27,1.60,-1.27,1.60,0.33
6.442,-1.27,1.60,-1.27,1.60,0.33
6.446,-1.27,1.60,-1.27,1.60,0.33
6.449,-1.27,1.61,-1.27,1.61,0.34
6.480,-1.27,1.61,-1.27,1.61,0.34
6.492,-1.27,1.61,-1.27,1.61,0.34
6.496,-1.27,1.61,-1.27,1.61,0.34
6.512,-1.27,1.60,-1.27,1.60,0.33
6.543,-1.27,1.60,-1.27,1.60,0.33
6.546,-1.27,1.60,-1.27,1.60,0.33
6.550,-1.27,1.59,-1.27,1.59,0.32
6.580,-1.27,1.57,-1.27,1.57,0.30
6.594,-1.27,1.57,-1.27,1.57,0.30
6.599,-1.27,1.57,-1.27,1.57,0.30
6.619,-1.27,1.60,-1.27,1.60,0.33
6.644,-1.27,1.60,-1.27,1.60,0.33
6.648,-1.27,1.60,-1.27,1.60,0.33
6.655,-1.27,1.61,-1.27,1.61,0.34
6.687,-1.27,1.60,-1.27,1.60,0.33
6.695,-1.27,1.60,-1.27,1.60,0.33
6.699,-1.27,1.60,-1.27,1.60,0.33
6.720,-1.27,1.58,-1.27,1.58,0.31
6.746,-1.27,1.58,-1.27,1.58,0.31
6.750,-1.27,1.58,-1.27,1.58,0.31
6.756,-1.27,1.58,-1.27,1.58,0.30
6.788,-1.27,1.60,-1.27,1.60,0.33
6.797,-1.27,1.60,-1.27,1.60,0.33
6.802,-1.27,1.60,-1.27,1.60,0.33
6.825,-1.27,1.60,-1.27,1.60,0.33
6.847,-1.27,1.60,-1.27,1.60,0.33
6.852,-1.27,1.60,-1.27,1.60,0.33
6.858,-1.27,1.60,-1.27,1.60,0.33
6.893,-1.27,1.58,-1.27,1.58,0.31
6.897,-1.27,1.58,-1.27,1.58,0.31
6.905,-1.27,1.58,-1.27,1.58,0.31
6.929,-1.27,1.60,-1.27,1.60,0.33
6.949,-1.27,1.60,-1.27,1.60,0.33
6.953,-1.27,1.60,-1.27,1.60,0.33
6.960,-1.27,1.57,-1.27,1.57,0.30
6.996,-1.27,1.58,-1.27,1.58,0.31
7.000,-1.27,1.58,-1.27,1.58,0.31
7.004,-1.27,1.58,-1.27,1.58,0.31
7.032,-1.27,1.58,-1.27,1.58,0.31
7.050,-1.27,1.58,-1.27,1.58,0.31
7.051,-1.27,1.58,-1.27,1.58,0.31
7.064,-1.27,1.59,-1.27,1.59,0.32
7.101,-1.27,1.59,-1.27,1.59,0.32
7.105,-1.27,1.59,-1.27,1.59,0.32
7.109,-1.27,1.59,-1.27,1.59,0.32
7.132,-1.27,1.58,-1.27,1.58,0.31
7.152,-1.27,1.58,-1.27,1.58,0.31
7.156,-1.27,1.58,-1.27,1.58,0.31
7.168,-1.27,1.57,-1.27,1.57,0.30
7.202,-1.27,1.57,-1.27,1.57,0.30
7.206,-1.27,1.57,-1.27,1.57,0.30
7.209,-1.27,1.60,-1.27,1.60,0.33
7.236,-1.27,1.59,-1.27,1.59,0.32
7.253,-1.27,1.59,-1.27,1.59,0.32
7.258,-1.27,1.59,-1.27,1.59,0.32
7.273,-1.27,1.60,-1.27,1.60,0.33
7.303,-1.27,1.60,-1.27,1.60,0.33
7.306,-1.27,1.60,-1.27,1.60,0.33
7.310,-1.27,1.58,-1.27,1.58,0.31
7.342,-1.27,1.58,-1.27,1.58,0.31
7.354,-1.27,1.58,-1.27,1.58,0.31
7.360,-1.27,1.58,-1.27,1.58,0.31
7.378,-1.27,1.60,-1.27,1.60,0.33
7.405,-1.27,1.60,-1.27,1.60,0.33
7.408,-1.27,1.60,-1.27,1.60,0.33
7.410,-1.27,1.58,-1.27,1.58,0.31
7.444,-1.27,1.57,-1.27,1.57,0.30
7.455,-1.27,1.57,-1.27,1.57,0.30
7.459,-1.27,1.57,-1.27,1.57,0.30
7.480,-1.27,1.64,-1.27,1.64,0.37
7.507,-1.27,1.64,-1.27,1.64,0.37
7.510,-1.27,1.64,-1.27,1.64,0.37
7.512,-1.27,1.58,-1.27,1.58,0.31
7.548,-1.27,1.58,-1.27,1.58,0.30
7.557,-1.27,1.58,-1.27,1.58,0.30
7.561,-1.27,1.58,-1.27,1.58,0.30
7.584,-1.27,1.59,-1.27,1.59,0.32
7.607,-1.27,1.59,-1.27,1.59,0.32
7.611,-1.27,1.59,-1.27,1.59,0.32
7.617,-1.27,1.60,-1.27,1.60,0.33
7.652,-1.27,1.60,-1.27,1.60,0.33
7.658,-1.27,1.60,-1.27,1.60,0.33
7.662,-1.27,1.60,-1.27,1.60,0.33
7.684,-1.27,1.61,-1.27,1.61,0.34
7.709,-1.27,1.61,-1.27,1.61,0.34
7.712,-1.27,1.61,-1.27,1.61,0.34
7.720,-1.27,1.59,-1.27,1.59,0.32
7.758,-1.27,1.62,-1.27,1.62,0.35
7.761,-1.27,1.62,-1.27,1.62,0.35
7.765,-1.27,1.62,-1.27,1.62,0.35
7.789,-1.27,1.63,-1.27,1.63,0.36
7.810,-1.27,1.63,-1.27,1.63,0.36
7.814,-1.27,1.63,-1.27,1.63,0.36
7.827,-1.27,1.65,-1.27,1.65,0.38
7.860,-1.27,1.65,-1.27,1.65,0.38
7.864,-1.27,1.65,-1.27,1.65,0.38
7.867,-1.27,1.64,-1.27,1.64,0.37
7.893,-1.27,1.63,-1.27,1.63,0.36
7.911,-1.27,1.63,-1.27,1.63,0.36
7.914,-1.27,1.63,-1.27,1.63,0.36
7.929,-1.27,1.64,-1.27,1.64,0.37
7.961,-1.27,1.63,-1.27,1.63,0.36
7.963,-1.27,1.63,-1.27,1.63,0.36
7.965,-1.27,1.63,-1.27,1.63,0.36
7.996,-1.27,1.69,-1.27,1.69,0.42
8.013,-1.27,1.69,-1.27,1.69,0.42
8.017,-1.27,1.69,-1.27,1.69,0.42
8.032,-1.27,1.69,-1.27,1.69,0.42
8.064,-1.27,1.69,-1.27,1.69,0.42
8.067,-1.27,1.69,-1.27,1.69,0.42
8.071,-1.27,1.70,-1.27,1.70,0.43
8.101,-1.27,1.63,-1.27,1.63,0.36
8.114,-1.27,1.63,-1.27,1.63,0.36
8.119,-1.27,1.63,-1.27,1.63,0.36
8.136,-1.27,1.62,-1.27,1.62,0.35
8.166,-1.27,1.62,-1.27,1.62,0.35
8.170,-1.27,1.62,-1.27,1.62,0.35
8.173,-1.27,1.58,-1.27,1.58,0.31
8.204,-1.27,1.61,-1.27,1.61,0.34
8.217,-1.27,1.61,-1.27,1.61,0.34
8.220,-1.27,1.61,-1.27,1.61,0.34
8.237,-1.27,1.66,-1.27,1.66,0.39
8.267,-1.27,1.66,-1.27,1.66,0.39
8.271,-1.27,1.66,-1.27,1.66,0.39
8.274,-1.27,1.67,-1.27,1.67,0.40
8.310,-1.27,1.67,-1.27,1.67,0.40
8.318,-1.27,1.67,-1.27,1.67,0.40
8.322,-1.27,1.67,-1.27,1.67,0.40
8.340,-1.27,1.66,-1.27,1.66,0.39
8.369,-1.27,1.66,-1.27,1.66,0.39
8.372,-1.27,1.66,-1.27,1.66,0.39
8.376,-1.27,1.63,-1.27,1.63,0.36
8.413,-1.27,1.63,-1.27,1.63,0.36
8.419,-1.27,1.63,-1.27,1.63,0.36
8.423,-1.27,1.63,-1.27,1.63,0.36
8.445,-1.27,1.58,-1.27,1.58,0.31
8.470,-1.27,1.58,-1.27,1.58,0.31
8.473,-1.27,1.58,-1.27,1.58,0.31
8.481,-1.27,1.61,-1.27,1.61,0.34
8.515,-1.27,1.61,-1.27,1.61,0.34
8.520,-1.27,1.61,-1.27,1.61,0.34
8.524,-1.27,1.61,-1.27,1.61,0.34
8.549,-1.27,1.63,-1.27,1.63,0.36
8.571,-1.27,1.63,-1.27,1.63,0.36
8.575,-1.27,1.63,-1.27,1.63,0.36
8.585,-1.27,1.69,-1.27,1.69,0.42
8.616,-1.27,1.64,-1.27,1.64,0.37
8.622,-1.27,1.64,-1.27,1.64,0.37
8.626,-1.27,1.64,-1.27,1.64,0.37
8.652,-1.27,1.66,-1.27,1.66,0.38
8.673,-1.27,1.66,-1.27,1.66,0.38
