timestamp,angle_real_hitch,error_hitch,angle_real_beta,error_beta,angle_calculated
41.998,-30.27,0.62,-29.56,1.33,-30.89
42.003,-29.56,1.33,-29.56,1.33,-30.89
42.027,-29.56,1.40,-29.56,1.40,-30.96
42.050,-29.56,1.40,-29.56,1.40,-30.96
42.055,-29.56,1.40,-29.56,1.40,-30.96
42.062,-29.56,1.40,-29.56,1.40,-30.96
42.093,-29.56,1.44,-29.56,1.44,-31.00
42.101,-29.56,1.44,-29.56,1.44,-31.00
42.104,-29.56,1.44,-29.56,1.44,-31.00
42.130,-29.56,1.49,-29.56,1.49,-31.05
42.152,-29.56,1.49,-29.56,1.49,-31.05
42.157,-29.56,1.49,-29.56,1.49,-31.05
42.167,-29.56,1.55,-29.56,1.55,-31.11
42.198,-29.56,1.55,-29.56,1.55,-31.11
42.202,-29.56,1.55,-29.56,1.55,-31.11
42.206,-29.56,1.55,-29.56,1.55,-31.11
42.235,-29.56,1.64,-29.56,1.64,-31.20
42.254,-29.56,1.64,-29.56,1.64,-31.20
42.258,-29.56,1.64,-29.56,1.64,-31.20
42.270,-29.56,1.68,-29.56,1.68,-31.23
42.303,-29.56,1.71,-29.56,1.71,-31.27
42.308,-29.56,1.71,-29.56,1.71,-31.27
42.311,-29.56,1.71,-29.56,1.71,-31.27
42.338,-29.56,1.80,-29.56,1.80,-31.36
42.355,-29.56,1.80,-29.56,1.80,-31.36
42.360,-29.56,1.80,-29.56,1.80,-31.36
42.370,-29.56,1.80,-29.56,1.80,-31.36
42.405,-29.56,1.80,-29.56,1.80,-31.36
42.409,-29.56,1.80,-29.56,1.80,-31.36
42.413,-29.56,1.87,-29.56,1.87,-31.43
42.444,-29.56,1.90,-29.56,1.90,-31.46
42.457,-29.56,1.90,-29.56,1.90,-31.46
42.461,-29.56,1.90,-29.56,1.90,-31.46
42.473,-29.56,1.97,-29.56,1.97,-31.53
42.507,-29.56,1.97,-29.56,1.97,-31.53
42.511,-29.56,1.97,-29.56,1.97,-31.53
42.512,-29.56,2.13,-29.56,2.13,-31.68
42.545,-29.56,2.07,-29.56,2.07,-31.62
42.557,-29.56,2.07,-29.56,2.07,-31.62
42.563,-29.56,2.07,-29.56,2.07,-31.62
42.578,-29.56,2.20,-29.56,2.20,-31.76
42.608,-29.56,2.20,-29.56,2.20,-31.76
42.611,-29.56,2.20,-29.56,2.20,-31.76
42.615,-29.56,2.18,-29.56,2.18,-31.74
42.645,-29.56,2.32,-29.56,2.32,-31.88
42.658,-31.89,0.01,-29.56,2.32,-31.88
42.660,-31.89,0.01,-31.89,0.01,-31.88
42.681,-31.89,0.06,-31.89,0.06,-31.95
42.709,-31.89,0.06,-31.89,0.06,-31.95
42.712,-31.89,0.06,-31.89,0.06,-31.95
42.719,-31.89,0.14,-31.89,0.14,-32.03
42.752,-31.89,0.16,-31.89,0.16,-32.04
42.760,-31.89,0.16,-31.89,0.16,-32.04
42.764,-31.89,0.16,-31.89,0.16,-32.04
42.786,-31.89,0.20,-31.89,0.20,-32.09
42.811,-31.89,0.20,-31.89,0.20,-32.09
42.815,-31.89,0.20,-31.89,0.20,-32.09
42.822,-31.89,0.30,-31.89,0.30,-32.19
42.854,-31.89,0.30,-31.89,0.30,-32.19
42.862,-31.89,0.30,-31.89,0.30,-32.19
42.864,-31.89,0.30,-31.89,0.30,-32.19
42.891,-31.89,0.26,-31.89,0.26,-32.15
42.912,-31.89,0.26,-31.89,0.26,-32.15
42.917,-31.89,0.26,-31.89,0.26,-32.15
42.923,-31.89,0.27,-31.89,0.27,-32.16
42.957,-31.89,0.27,-31.89,0.27,-32.16
42.962,-31.89,0.27,-31.89,0.27,-32.16
42.966,-31.89,0.27,-31.89,0.27,-32.16
42.993,-31.89,0.37,-31.89,0.37,-32.26
43.013,-32.41,0.16,-31.89,0.37,-32.26
43.015,-32.41,0.16,-32.41,0.16,-32.26
43.025,-32.41,0.05,-32.41,0.05,-32.37
43.061,-32.41,0.03,-32.41,0.03,-32.38
43.065,-32.41,0.03,-32.41,0.03,-32.38
43.068,-32.41,0.03,-32.41,0.03,-32.38
43.097,-32.41,0.03,-32.41,0.03,-32.38
43.116,-32.41,0.03,-32.41,0.03,-32.38
43.120,-32.41,0.03,-32.41,0.03,-32.38
43.131,-32.41,0.02,-32.41,0.02,-32.40
43.168,-32.41,0.02,-32.41,0.02,-32.40
43.172,-32.41,0.02,-32.41,0.02,-32.40
43.176,-32.41,0.08,-32.41,0.08,-32.49
43.199,-32.41,0.05,-32.41,0.05,-32.46
43.218,-32.41,0.05,-32.41,0.05,-32.46
43.222,-32.41,0.05,-32.41,0.05,-32.46
43.234,-32.41,0.04,-32.41,0.04,-32.45
43.268,-32.41,0.04,-32.41,0.04,-32.45
43.271,-32.41,0.04,-32.41,0.04,-32.45
43.274,-32.41,0.12,-32.41,0.12,-32.53
43.302,-32.41,0.16,-32.41,0.16,-32.57
43.319,-32.41,0.16,-32.41,0.16,-32.57
43.325,-32.41,0.16,-32.41,0.16,-32.57
43.338,-32.41,0.23,-32.41,0.23,-32.64
43.371,-32.41,0.23,-32.41,0.23,-32.64
43.374,-32.41,0.23,-32.41,0.23,-32.64
43.377,-32.41,0.25,-32.41,0.25,-32.66
43.407,-32.41,0.25,-32.41,0.25,-32.66
43.421,-32.41,0.25,-32.41,0.25,-32.66
43.426,-32.41,0.25,-32.41,0.25,-32.66
43.443,-32.41,0.28,-32.41,0.28,-32.69
43.472,-32.41,0.28,-32.41,0.28,-32.69
43.475,-32.41,0.28,-32.41,0.28,-32.69
43.476,-32.41,0.35,-32.41,0.35,-32.76
43.509,-32.41,0.49,-32.41,0.49,-32.90
43.522,-32.41,0.49,-32.41,0.49,-32.90
43.524,-32.41,0.49,-32.41,0.49,-32.90
43.545,-32.41,0.44,-32.41,0.44,-32.85
43.575,-32.41,0.44,-32.41,0.44,-32.85
43.580,-32.41,0.56,-32.41,0.56,-32.97
43.583,-32.41,0.56,-32.41,0.56,-32.97
43.615,-32.41,0.60,-32.41,0.60,-33.01
43.623,-32.41,0.60,-32.41,0.60,-33.01
43.627,-32.41,0.60,-32.41,0.60,-33.01
43.651,-32.41,0.49,-32.41,0.49,-32.91
43.674,-37.91,5.01,-32.41,0.49,-32.91
43.678,-37.91,5.01,-37.91,5.01,-32.91
43.681,-37.91,4.88,-37.91,4.88,-33.03
43.718,-37.91,4.79,-37.91,4.79,-33.13
43.724,-37.91,4.79,-37.91,4.79,-33.13
43.726,-37.91,4.79,-37.91,4.79,-33.13
43.749,-37.91,4.79,-37.91,4.79,-33.12
43.775,-37.91,4.79,-37.91,4.79,-33.12
43.778,-37.91,4.79,-37.91,4.79,-33.12
43.787,-37.91,4.82,-37.91,4.82,-33.10
43.823,-37.91,4.78,-37.91,4.78,-33.14
43.827,-36.65,3.52,-37.91,4.78,-33.14
43.830,-36.65,3.52,-36.65,3.52,-33.14
43.855,-36.65,3.45,-36.65,3.45,-33.21
43.877,-36.65,3.45,-36.65,3.45,-33.21
43.881,-36.65,3.45,-36.65,3.45,-33.21
43.891,-36.65,3.39,-36.65,3.39,-33.26
43.925,-36.65,3.35,-36.65,3.35,-33.30
43.929,-36.65,3.35,-36.65,3.35,-33.30
43.932,-36.65,3.35,-36.65,3.35,-33.30
43.957,-36.65,3.42,-36.65,3.42,-33.23
43.977,-36.65,3.42,-36.65,3.42,-33.23
43.979,-36.65,3.42,-36.65,3.42,-33.23
43.993,-36.65,3.52,-36.65,3.52,-33.13
44.025,-36.65,3.52,-36.65,3.52,-33.13
44.029,-36.65,3.52,-36.65,3.52,-33.13
44.030,-36.65,3.52,-36.65,3.52,-33.13
44.061,-36.65,3.45,-36.65,3.45,-33.20
44.080,-36.65,3.45,-36.65,3.45,-33.20
44.084,-36.65,3.45,-36.65,3.45,-33.20
44.100,-36.65,3.23,-36.65,3.23,-33.42
44.132,-36.65,3.23,-36.65,3.23,-33.42
44.136,-36.65,3.23,-36.65,3.23,-33.42
44.139,-36.65,3.24,-36.65,3.24,-33.41
44.167,-36.65,3.25,-36.65,3.25,-33.40
44.182,-36.65,3.25,-36.65,3.25,-33.40
44.187,-36.65,3.25,-36.65,3.25,-33.40
44.201,-36.65,3.30,-36.65,3.30,-33.35
44.233,-36.65,3.30,-36.65,3.30,-33.35
44.237,-36.65,3.30,-36.65,3.30,-33.35
44.241,-36.65,3.22,-36.65,3.22,-33.43
44.271,-36.65,3.05,-36.65,3.05,-33.60
44.284,-36.65,3.05,-36.65,3.05,-33.60
44.288,-36.65,3.05,-36.65,3.05,-33.60
44.303,-36.65,3.15,-36.65,3.15,-33.50
44.335,-36.65,3.15,-36.65,3.15,-33.50
44.339,-36.65,3.15,-36.65,3.15,-33.50
44.343,-36.65,3.06,-36.65,3.06,-33.59
44.373,-36.65,3.04,-36.65,3.04,-33.62
44.386,-36.65,3.04,-36.65,3.04,-33.62
44.387,-36.65,3.04,-36.65,3.04,-33.62
44.408,-36.65,3.08,-36.65,3.08,-33.57
44.437,-36.65,3.08,-36.65,3.08,-33.57
44.440,-36.65,3.08,-36.65,3.08,-33.57
44.442,-36.65,3.16,-36.65,3.16,-33.49
44.477,-36.65,3.21,-36.65,3.21,-33.44
44.488,-36.65,3.21,-36.65,3.21,-33.44
44.491,-36.65,3.21,-36.65,3.21,-33.44
44.510,-36.65,3.22,-36.65,3.22,-33.43
44.538,-36.65,3.22,-36.65,3.22,-33.43
44.542,-36.65,3.22,-36.65,3.22,-33.43
44.548,-36.65,3.20,-36.65,3.20,-33.45
44.577,-36.65,3.24,-36.65,3.24,-33.41
44.589,-36.65,3.24,-36.65,3.24,-33.41
44.594,-36.65,3.24,-36.65,3.24,-33.41
44.614,-36.65,3.19,-36.65,3.19,-33.47
44.640,-36.65,3.19,-36.65,3.19,-33.47
44.644,-36.65,3.19,-36.65,3.19,-33.47
44.649,-36.65,3.16,-36.65,3.16,-33.50
44.681,-36.65,3.10,-36.65,3.10,-33.55
44.691,-36.65,3.10,-36.65,3.10,-33.55
44.696,-36.65,3.10,-36.65,3.10,-33.55
44.720,-36.65,2.97,-36.65,2.97,-33.68
44.741,-36.65,2.97,-36.65,2.97,-33.68
44.742,-36.65,2.97,-36.65,2.97,-33.68
44.755,-36.65,2.93,-36.65,2.93,-33.72
44.795,-36.65,2.95,-36.65,2.95,-33.70
44.796,-36.65,2.95,-36.65,2.95,-33.70
44.797,-36.65,2.95,-36.65,2.95,-33.70
44.824,-36.65,3.00,-36.65,3.00,-33.65
44.848,-32.98,0.67,-36.65,3.00,-33.65
44.849,-32.98,0.67,-32.98,0.67,-33.65
44.855,-32.98,0.63,-32.98,0.63,-33.62
44.888,-32.98,0.60,-32.98,0.60,-33.58
44.898,-35.25,1.68,-32.98,0.60,-33.58
44.899,-35.25,1.68,-35.25,1.68,-33.58
44.926,-35.25,1.58,-35.25,1.58,-33.68
44.949,-35.25,1.58,-35.25,1.58,-33.68
44.950,-35.25,1.58,-35.25,1.58,-33.68
44.957,-35.25,1.50,-35.25,1.50,-33.75
44.993,-35.25,1.41,-35.25,1.41,-33.85
45.000,-35.25,1.41,-35.25,1.41,-33.85
45.001,-35.25,1.41,-35.25,1.41,-33.85
45.031,-35.25,1.33,-35.25,1.33,-33.93
45.050,-35.25,1.33,-35.25,1.33,-33.93
45.052,-35.25,1.33,-35.25,1.33,-33.93
45.061,-35.25,1.33,-35.25,1.33,-33.93
45.098,-35.25,1.32,-35.25,1.32,-33.93
45.102,-35.25,1.32,-35.25,1.32,-33.93
45.105,-35.25,1.32,-35.25,1.32,-33.93
45.128,-35.25,1.37,-35.25,1.37,-33.88
45.152,-35.25,1.37,-35.25,1.37,-33.88
45.155,-35.25,1.37,-35.25,1.37,-33.88
45.165,-35.25,1.39,-35.25,1.39,-33.86
45.204,-35.25,1.39,-35.25,1.39,-33.86
45.208,-35.25,1.39,-35.25,1.39,-33.86
45.212,-35.25,1.40,-35.25,1.40,-33.86
45.233,-35.25,1.37,-35.25,1.37,-33.88
45.254,-35.25,1.37,-35.25,1.37,-33.88
45.257,-35.25,1.37,-35.25,1.37,-33.88
45.272,-35.25,1.44,-35.25,1.44,-33.81
45.305,-35.25,1.44,-35.25,1.44,-33.81
45.309,-35.25,1.44,-35.25,1.44,-33.81
45.312,-35.25,1.50,-35.25,1.50,-33.76
45.338,-35.25,1.49,-35.25,1.49,-33.76
45.355,-35.25,1.49,-35.25,1.49,-33.76
45.359,-35.25,1.49,-35.25,1.49,-33.76
45.373,-35.25,1.51,-35.25,1.51,-33.74
45.405,-35.25,1.51,-35.25,1.51,-33.74
45.409,-35.25,1.51,-35.25,1.51,-33.74
45.413,-35.25,1.51,-35.25,1.51,-33.74
45.441,-35.25,1.47,-35.25,1.47,-33.78
45.456,-35.25,1.47,-35.25,1.47,-33.78
45.461,-35.25,1.47,-35.25,1.47,-33.78
45.479,-35.25,1.28,-35.25,1.28,-33.97
45.507,-35.25,1.28,-35.25,1.28,-33.97
45.510,-35.25,1.28,-35.25,1.28,-33.97
45.513,-35.25,1.30,-35.25,1.30,-33.96
45.544,-35.25,1.35,-35.25,1.35,-33.91
45.558,-35.25,1.35,-35.25,1.35,-33.91
45.562,-35.25,1.35,-35.25,1.35,-33.91
45.581,-35.25,1.35,-35.25,1.35,-33.91
45.608,-35.25,1.35,-35.25,1.35,-33.91
45.610,-35.25,1.35,-35.25,1.35,-33.91
45.613,-35.25,1.38,-35.25,1.38,-33.87
45.649,-35.25,1.38,-35.25,1.38,-33.87
45.659,-35.25,1.38,-35.25,1.38,-33.87
45.663,-35.25,1.38,-35.25,1.38,-33.87
45.681,-35.25,1.34,-35.25,1.34,-33.91
45.710,-35.25,1.34,-35.25,1.34,-33.91
45.713,-35.25,1.34,-35.25,1.34,-33.91
45.718,-35.25,1.33,-35.25,1.33,-33.92
45.755,-35.25,1.24,-35.25,1.24,-34.01
45.760,-35.25,1.24,-35.25,1.24,-34.01
45.763,-35.25,1.24,-35.25,1.24,-34.01
45.787,-35.25,1.09,-35.25,1.09,-34.17
45.811,-35.25,1.09,-35.25,1.09,-34.17
45.815,-35.25,1.09,-35.25,1.09,-34.17
45.822,-35.25,1.05,-35.25,1.05,-34.21
45.857,-35.25,1.11,-35.25,1.11,-34.15
45.862,-33.45,0.70,-35.25,1.11,-34.15
45.866,-33.45,0.70,-33.45,0.70,-34.15
45.889,-33.45,0.65,-33.45,0.65,-34.11
45.912,-37.41,3.30,-33.45,0.65,-34.11
45.916,-37.41,3.30,-37.41,3.30,-34.11
45.927,-37.41,3.34,-37.41,3.34,-34.06
45.957,-37.41,3.35,-37.41,3.35,-34.06
45.963,-37.41,3.35,-37.41,3.35,-34.06
45.965,-37.41,3.35,-37.41,3.35,-34.06
45.994,-37.41,3.37,-37.41,3.37,-34.04
46.013,-37.41,3.37,-37.41,3.37,-34.04
46.015,-37.41,3.37,-37.41,3.37,-34.04
46.029,-37.41,3.36,-37.41,3.36,-34.05
46.060,-37.41,3.37,-37.41,3.37,-34.04
46.065,-37.41,3.37,-37.41,3.37,-34.04
46.068,-37.41,3.37,-37.41,3.37,-34.04
46.097,-37.41,3.39,-37.41,3.39,-34.02
46.116,-37.41,3.39,-37.41,3.39,-34.02
46.119,-37.41,3.39,-37.41,3.39,-34.02
46.134,-37.41,3.40,-37.41,3.40,-34.01
46.166,-37.41,3.40,-37.41,3.40,-34.01
46.169,-37.41,3.40,-37.41,3.40,-34.01
46.172,-37.41,3.40,-37.41,3.40,-34.01
46.204,-37.41,3.43,-37.41,3.43,-33.97
46.217,-37.41,3.43,-37.41,3.43,-33.97
46.220,-37.41,3.43,-37.41,3.43,-33.97
46.235,-37.41,3.38,-37.41,3.38,-34.02
46.268,-37.41,3.38,-37.41,3.38,-34.02
46.271,-37.41,3.38,-37.41,3.38,-34.02
46.274,-37.41,3.39,-37.41,3.39,-34.01
46.305,-37.41,3.36,-37.41,3.36,-34.04
46.318,-37.41,3.36,-37.41,3.36,-34.04
46.322,-37.41,3.36,-37.41,3.36,-34.04
46.337,-37.41,3.37,-37.41,3.37,-34.04
46.369,-37.41,3.37,-37.41,3.37,-34.04
46.371,-37.41,3.37,-37.41,3.37,-34.04
46.374,-37.41,3.32,-37.41,3.32,-34.09
46.410,-37.41,3.26,-37.41,3.26,-34.15
46.419,-37.41,3.26,-37.41,3.26,-34.15
46.424,-37.41,3.26,-37.41,3.26,-34.15
46.443,-37.41,3.18,-37.41,3.18,-34.22
46.470,-37.41,3.18,-37.41,3.18,-34.22
46.473,-37.41,3.18,-37.41,3.18,-34.22
46.476,-37.41,3.21,-37.41,3.21,-34.19
46.510,-37.41,3.22,-37.41,3.22,-34.19
46.521,-37.41,3.22,-37.41,3.22,-34.19
46.526,-37.41,3.22,-37.41,3.22,-34.19
46.545,-37.41,3.25,-37.41,3.25,-34.16
46.572,-37.41,3.25,-37.41,3.25,-34.16
46.576,-37.41,3.25,-37.41,3.25,-34.16
46.582,-37.41,3.24,-37.41,3.24,-34.16
46.614,-37.41,3.24,-37.41,3.24,-34.17
46.622,-37.41,3.24,-37.41,3.24,-34.17
46.626,-37.41,3.24,-37.41,3.24,-34.17
46.653,-37.41,3.28,-37.41,3.28,-34.12
46.673,-37.41,3.28,-37.41,3.28,-34.12
46.676,-37.41,3.28,-37.41,3.28,-34.12
46.685,-37.41,3.33,-37.41,3.33,-34.08
46.719,-37.41,3.38,-37.41,3.38,-34.03
46.723,-37.41,3.38,-37.41,3.38,-34.03
46.727,-37.41,3.38,-37.41,3.38,-34.03
46.753,-37.41,3.40,-37.41,3.40,-34.01
46.775,-37.41,3.40,-37.41,3.40,-34.01
46.778,-37.41,3.40,-37.41,3.40,-34.01
46.786,-37.41,3.36,-37.41,3.36,-34.05
46.821,-37.41,3.31,-37.41,3.31,-34.10
46.825,-37.41,3.31,-37.41,3.31,-34.10
46.829,-37.41,3.31,-37.41,3.31,-34.10
46.859,-37.41,3.34,-37.41,3.34,-34.06
46.876,-37.41,3.34,-37.41,3.34,-34.06
46.879,-37.41,3.34,-37.41,3.34,-34.06
46.891,-37.41,3.56,-37.41,3.56,-33.85
46.926,-37.41,3.56,-37.41,3.56,-33.85
46.929,-37.41,3.56,-37.41,3.56,-33.85
46.932,-37.41,3.56,-37.41,3.56,-33.85
46.961,-37.41,3.57,-37.41,3.57,-33.83
46.976,-37.41,3.57,-37.41,3.57,-33.83
46.977,-37.41,3.57,-37.41,3.57,-33.83
46.993,-37.41,3.51,-37.41,3.51,-33.89
47.027,-37.41,3.51,-37.41,3.51,-33.89
47.030,-37.41,3.51,-37.41,3.51,-33.89
47.033,-37.41,3.42,-37.41,3.42,-33.99
47.062,-37.41,3.49,-37.41,3.49,-33.92
47.080,-34.45,0.53,-37.41,3.49,-33.92
47.084,-34.45,0.53,-34.45,0.53,-33.92
47.099,-34.45,0.55,-34.45,0.55,-33.90
47.131,-34.45,0.55,-34.45,0.55,-33.90
47.134,-34.45,0.55,-34.45,0.55,-33.90
47.138,-34.45,0.77,-34.45,0.77,-33.68
47.166,-34.45,0.80,-34.45,0.80,-33.64
47.181,-34.45,0.80,-34.45,0.80,-33.64
47.185,-34.45,0.80,-34.45,0.80,-33.64
47.202,-34.45,0.77,-34.45,0.77,-33.68
47.232,-34.45,0.77,-34.45,0.77,-33.68
47.236,-34.45,0.77,-34.45,0.77,-33.68
47.239,-34.45,0.70,-34.45,0.70,-33.74
47.271,-34.45,0.65,-34.45,0.65,-33.80
47.283,-34.45,0.65,-34.45,0.65,-33.80
47.287,-34.45,0.65,-34.45,0.65,-33.80
47.305,-34.45,0.65,-34.45,0.65,-33.80
47.334,-34.45,0.65,-34.45,0.65,-33.80
47.337,-34.45,0.65,-34.45,0.65,-33.80
47.339,-34.45,0.70,-34.45,0.70,-33.74
47.375,-34.45,0.87,-34.45,0.87,-33.58
47.385,-34.45,0.87,-34.45,0.87,-33.58
47.389,-34.45,0.87,-34.45,0.87,-33.58
47.409,-34.45,0.95,-34.45,0.95,-33.50
47.436,-34.45,0.95,-34.45,0.95,-33.50
47.440,-34.45,0.95,-34.45,0.95,-33.50
47.443,-34.45,0.98,-34.45,0.98,-33.47
47.476,-34.45,1.04,-34.45,1.04,-33.41
47.486,-34.45,1.04,-34.45,1.04,-33.41
47.491,-34.45,1.04,-34.45,1.04,-33.41
47.513,-34.45,1.01,-34.45,1.01,-33.43
47.537,-34.45,1.01,-34.45,1.01,-33.43
47.540,-34.45,1.01,-34.45,1.01,-33.43
47.545,-34.45,0.91,-34.45,0.91,-33.54
47.585,-34.45,0.88,-34.45,0.88,-33.57
47.590,-34.45,0.88,-34.45,0.88,-33.57
47.593,-34.45,0.88,-34.45,0.88,-33.57
47.616,-34.45,0.84,-34.45,0.84,-33.61
47.639,-34.45,0.84,-34.45,0.84,-33.61
47.643,-34.45,0.84,-34.45,0.84,-33.61
47.651,-34.45,0.84,-34.45,0.84,-33.61
47.685,-34.45,0.86,-34.45,0.86,-33.59
47.690,-34.45,0.86,-34.45,0.86,-33.59
47.692,-34.45,0.86,-34.45,0.86,-33.59
47.717,-34.45,0.91,-34.45,0.91,-33.53
47.741,-34.45,0.91,-34.45,0.91,-33.53
47.745,-34.45,0.91,-34.45,0.91,-33.53
47.754,-34.45,1.04,-34.45,1.04,-33.40
47.790,-34.45,1.23,-34.45,1.23,-33.22
47.793,-34.45,1.23,-34.45,1.23,-33.22
47.795,-34.45,1.23,-34.45,1.23,-33.22
47.823,-34.45,1.22,-34.45,1.22,-33.23
47.843,-34.45,1.22,-34.45,1.22,-33.23
47.846,-34.45,1.22,-34.45,1.22,-33.23
47.860,-34.45,1.15,-34.45,1.15,-33.29
47.891,-34.45,1.10,-34.45,1.10,-33.35
47.894,-34.45,1.10,-34.45,1.10,-33.35
47.897,-34.45,1.10,-34.45,1.10,-33.35
47.925,-34.45,1.10,-34.45,1.10,-33.34
47.944,-34.45,1.10,-34.45,1.10,-33.34
47.948,-34.45,1.10,-34.45,1.10,-33.34
47.960,-34.45,1.07,-34.45,1.07,-33.38
47.993,-34.45,1.11,-34.45,1.11,-33.33
47.996,-34.45,1.11,-34.45,1.11,-33.33
47.999,-34.45,1.11,-34.45,1.11,-33.33
48.031,-34.45,1.15,-34.45,1.15,-33.30
48.045,-34.45,1.15,-34.45,1.15,-33.30
48.049,-34.45,1.15,-34.45,1.15,-33.30
48.065,-34.45,1.18,-34.45,1.18,-33.27
48.097,-34.45,1.18,-34.45,1.18,-33.27
48.100,-34.45,1.18,-34.45,1.18,-33.27
48.104,-34.45,1.19,-34.45,1.19,-33.25
48.136,-34.45,1.30,-34.45,1.30,-33.15
48.147,-34.45,1.30,-34.45,1.30,-33.15
48.151,-34.45,1.30,-34.45,1.30,-33.15
48.166,-34.45,1.33,-34.45,1.33,-33.11
48.197,-34.45,1.33,-34.45,1.33,-33.11
48.201,-34.45,1.33,-34.45,1.33,-33.11
48.204,-34.45,1.31,-34.45,1.31,-33.14
48.239,-34.45,1.34,-34.45,1.34,-33.11
48.248,-34.45,1.34,-34.45,1.34,-33.11
48.252,-34.45,1.34,-34.45,1.34,-33.11
48.271,-34.45,1.31,-34.45,1.31,-33.13
48.300,-34.45,1.31,-34.45,1.31,-33.13
48.303,-34.45,1.31,-34.45,1.31,-33.13
48.307,-34.45,1.32,-34.45,1.32,-33.13
48.341,-34.45,1.29,-34.45,1.29,-33.16
48.351,-34.45,1.29,-34.45,1.29,-33.16
48.355,-34.45,1.29,-34.45,1.29,-33.16
48.374,-34.45,1.36,-34.45,1.36,-33.09
48.401,-34.45,1.36,-34.45,1.36,-33.09
48.405,-34.45,1.36,-34.45,1.36,-33.09
48.408,-34.45,1.48,-34.45,1.48,-32.96
48.441,-34.45,1.56,-34.45,1.56,-32.88
48.452,-34.45,1.56,-34.45,1.56,-32.88
48.457,-34.45,1.56,-34.45,1.56,-32.88
48.476,-34.45,1.52,-34.45,1.52,-32.93
48.503,-34.45,1.52,-34.45,1.52,-32.93
48.506,-34.45,1.52,-34.45,1.52,-32.93
48.515,-34.45,1.46,-34.45,1.46,-32.99
48.545,-34.45,1.38,-34.45,1.38,-33.07
48.553,-34.45,1.38,-34.45,1.38,-33.07
48.558,-34.45,1.38,-34.45,1.38,-33.07
48.580,-34.45,1.44,-34.45,1.44,-33.01
48.603,-34.45,1.44,-34.45,1.44,-33.01
48.606,-34.45,1.44,-34.45,1.44,-33.01
48.619,-34.45,1.66,-34.45,1.66,-32.79
48.648,-34.45,1.74,-34.45,1.74,-32.70
48.654,-34.45,1.74,-34.45,1.74,-32.70
48.658,-34.45,1.74,-34.45,1.74,-32.70
48.685,-34.45,1.56,-34.45,1.56,-32.89
48.705,-36.99,4.10,-34.45,1.56,-32.89
48.708,-36.99,4.10,-36.99,4.10,-32.89
48.717,-36.99,4.11,-36.99,4.11,-32.88
48.754,-36.99,4.34,-36.99,4.34,-32.65
48.758,-36.99,4.34,-36.99,4.34,-32.65
48.761,-36.99,4.34,-36.99,4.34,-32.65
48.791,-36.99,4.19,-36.99,4.19,-32.79
48.806,-36.99,4.19,-36.99,4.19,-32.79
48.811,-36.99,4.19,-36.99,4.19,-32.79
48.824,-36.99,4.42,-36.99,4.42,-32.57
48.857,-36.99,4.42,-36.99,4.42,-32.57
48.861,-36.99,4.42,-36.99,4.42,-32.57
48.865,-36.99,4.52,-36.99,4.52,-32.46
48.893,-36.99,4.42,-36.99,4.42,-32.57
48.908,-36.99,4.42,-36.99,4.42,-32.57
48.911,-36.99,4.42,-36.99,4.42,-32.57
48.925,-36.99,4.42,-36.99,4.42,-32.56
48.958,-36.99,4.42,-36.99,4.42,-32.56
48.960,-36.99,4.42,-36.99,4.42,-32.56
48.962,-36.99,4.56,-36.99,4.56,-32.43
48.994,-36.99,4.58,-36.99,4.58,-32.40
49.009,-36.99,4.58,-36.99,4.58,-32.40
49.011,-36.99,4.58,-36.99,4.58,-32.40
49.028,-36.99,4.58,-36.99,4.58,-32.41
49.061,-36.99,4.58,-36.99,4.58,-32.41
49.065,-36.99,4.58,-36.99,4.58,-32.41
49.069,-36.99,4.55,-36.99,4.55,-32.44
49.097,-36.99,4.54,-36.99,4.54,-32.45
49.111,-36.99,4.54,-36.99,4.54,-32.45
49.115,-36.99,4.54,-36.99,4.54,-32.45
49.134,-36.99,4.52,-36.99,4.52,-32.47
49.161,-36.99,4.52,-36.99,4.52,-32.47
49.164,-36.99,4.52,-36.99,4.52,-32.47
49.169,-36.99,4.54,-36.99,4.54,-32.45
49.202,-36.99,4.53,-36.99,4.53,-32.46
49.212,-36.99,4.53,-36.99,4.53,-32.46
49.216,-36.99,4.53,-36.99,4.53,-32.46
49.244,-36.99,4.49,-36.99,4.49,-32.49
49.264,-36.99,4.49,-36.99,4.49,-32.49
49.268,-36.99,4.49,-36.99,4.49,-32.49
49.279,-36.99,4.48,-36.99,4.48,-32.51
49.310,-36.99,4.51,-36.99,4.51,-32.48
49.317,-36.99,4.51,-36.99,4.51,-32.48
49.321,-36.99,4.51,-36.99,4.51,-32.48
49.342,-36.99,4.57,-36.99,4.57,-32.42
49.367,-36.99,4.57,-36.99,4.57,-32.42
49.370,-36.99,4.57,-36.99,4.57,-32.42
49.376,-36.99,4.57,-36.99,4.57,-32.42
49.411,-36.99,4.58,-36.99,4.58,-32.41
49.418,-36.99,4.58,-36.99,4.58,-32.41
49.422,-36.99,4.58,-36.99,4.58,-32.41
49.445,-36.99,4.57,-36.99,4.57,-32.42
49.468,-36.99,4.57,-36.99,4.57,-32.42
49.472,-36.99,4.57,-36.99,4.57,-32.42
49.477,-36.99,4.67,-36.99,4.67,-32.32
49.514,-36.99,4.70,-36.99,4.70,-32.29
49.519,-36.99,4.70,-36.99,4.70,-32.29
49.522,-36.99,4.70,-36.99,4.70,-32.29
49.546,-36.99,4.68,-36.99,4.68,-32.31
