timestamp,angle_real_hitch,error_hitch,angle_real_beta,error_beta,angle_calculated
1.585,-1.27,1.59,-1.27,1.59,0.32
1.607,-1.27,1.60,-1.27,1.60,0.33
1.632,-1.27,1.60,-1.27,1.60,0.33
1.636,-1.27,1.60,-1.27,1.60,0.33
1.643,-1.27,1.58,-1.27,1.58,0.31
1.678,-1.27,1.62,-1.27,1.62,0.34
1.683,-1.27,1.62,-1.27,1.62,0.34
1.688,-1.27,1.62,-1.27,1.62,0.34
1.710,-1.27,1.57,-1.27,1.57,0.30
1.734,-1.27,1.57,-1.27,1.57,0.30
1.738,-1.27,1.57,-1.27,1.57,0.30
1.745,-1.27,1.57,-1.27,1.57,0.30
1.779,-1.27,1.59,-1.27,1.59,0.32
1.784,-1.27,1.59,-1.27,1.59,0.32
1.787,-1.27,1.59,-1.27,1.59,0.32
1.817,-1.27,1.59,-1.27,1.59,0.32
1.835,-1.27,1.59,-1.27,1.59,0.32
1.839,-1.27,1.59,-1.27,1.59,0.32
1.851,-1.27,1.60,-1.27,1.60,0.33
1.883,-1.27,1.60,-1.27,1.60,0.33
1.887,-1.27,1.60,-1.27,1.60,0.33
1.890,-1.27,1.60,-1.27,1.60,0.33
1.918,-1.27,1.60,-1.27,1.60,0.33
1.937,-1.27,1.60,-1.27,1.60,0.33
1.941,-1.27,1.60,-1.27,1.60,0.33
1.955,-1.27,1.59,-1.27,1.59,0.32
1.986,-1.27,1.58,-1.27,1.58,0.31
1.989,-1.27,1.58,-1.27,1.58,0.31
1.990,-1.27,1.58,-1.27,1.58,0.31
2.024,-1.27,1.63,-1.27,1.63,0.36
2.038,-1.27,1.63,-1.27,1.63,0.36
2.041,-1.27,1.63,-1.27,1.63,0.36
2.055,-1.27,1.58,-1.27,1.58,0.31
2.089,-1.27,1.58,-1.27,1.58,0.31
2.093,-1.27,1.58,-1.27,1.58,0.31
2.097,-1.27,1.60,-1.27,1.60,0.33
2.126,-1.27,1.59,-1.27,1.59,0.32
2.140,-1.27,1.59,-1.27,1.59,0.32
2.143,-1.27,1.59,-1.27,1.59,0.32
2.157,-1.27,1.59,-1.27,1.59,0.32
2.190,-1.27,1.59,-1.27,1.59,0.32
2.194,-1.27,1.59,-1.27,1.59,0.32
2.197,-1.27,1.58,-1.27,1.58,0.31
2.233,-1.27,1.59,-1.27,1.59,0.32
2.241,-1.27,1.59,-1.27,1.59,0.32
2.245,-1.27,1.59,-1.27,1.59,0.32
2.265,-1.27,1.59,-1.27,1.59,0.32
2.293,-1.27,1.59,-1.27,1.59,0.32
2.297,-1.27,1.59,-1.27,1.59,0.32
2.301,-1.27,1.60,-1.27,1.60,0.33
2.333,-1.27,1.60,-1.27,1.60,0.33
2.343,-1.27,1.60,-1.27,1.60,0.33
2.348,-1.27,1.60,-1.27,1.60,0.33
2.366,-1.27,1.56,-1.27,1.56,0.29
2.394,-1.27,1.56,-1.27,1.56,0.29
2.397,-1.27,1.56,-1.27,1.56,0.29
2.402,-1.27,1.60,-1.27,1.60,0.33
2.435,-1.27,1.60,-1.27,1.60,0.33
2.444,-1.27,1.60,-1.27,1.60,0.33
2.449,-1.27,1.60,-1.27,1.60,0.33
2.471,-1.27,1.59,-1.27,1.59,0.32
2.495,-1.27,1.59,-1.27,1.59,0.32
2.498,-1.27,1.59,-1.27,1.59,0.32
2.508,-1.27,1.60,-1.27,1.60,0.33
2.539,-1.27,1.57,-1.27,1.57,0.30
2.546,-1.27,1.57,-1.27,1.57,0.30
2.549,-1.27,1.57,-1.27,1.57,0.30
2.573,-1.27,1.61,-1.27,1.61,0.34
2.597,-1.27,1.61,-1.27,1.61,0.34
2.600,-1.27,1.61,-1.27,1.61,0.34
2.605,-1.27,1.59,-1.27,1.59,0.32
2.642,-1.27,1.59,-1.27,1.59,0.32
2.648,-1.27,1.59,-1.27,1.59,0.32
2.650,-1.27,1.59,-1.27,1.59,0.32
2.682,-1.27,1.59,-1.27,1.59,0.32
2.699,-1.27,1.59,-1.27,1.59,0.32
2.702,-1.27,1.59,-1.27,1.59,0.32
2.713,-1.27,1.58,-1.27,1.58,0.31
2.749,-1.27,1.58,-1.27,1.58,0.31
2.752,-1.27,1.58,-1.27,1.58,0.31
2.755,-1.27,1.60,-1.27,1.60,0.33
2.783,-1.27,1.58,-1.27,1.58,0.31
2.800,-1.27,1.58,-1.27,1.58,0.31
2.804,-1.27,1.58,-1.27,1.58,0.31
2.816,-1.27,1.60,-1.27,1.60,0.33
2.850,-1.27,1.60,-1.27,1.60,0.33
2.854,-1.27,1.60,-1.27,1.60,0.33
2.856,-1.27,1.60,-1.27,1.60,0.33
2.882,-1.27,1.59,-1.27,1.59,0.32
2.902,-1.27,1.59,-1.27,1.59,0.32
2.905,-1.27,1.59,-1.27,1.59,0.32
2.919,-1.27,1.60,-1.27,1.60,0.33
2.952,-1.27,1.60,-1.27,1.60,0.33
2.955,-1.27,1.60,-1.27,1.60,0.33
2.956,-1.27,1.57,-1.27,1.57,0.30
2.986,-1.27,1.59,-1.27,1.59,0.32
3.003,-1.27,1.59,-1.27,1.59,0.32
3.004,-1.27,1.59,-1.27,1.59,0.32
3.022,-1.27,1.59,-1.27,1.59,0.32
3.053,-1.27,1.59,-1.27,1.59,0.32
3.056,-1.27,1.59,-1.27,1.59,0.32
3.059,-1.27,1.60,-1.27,1.60,0.33
3.090,-1.27,1.58,-1.27,1.58,0.31
3.105,-1.27,1.58,-1.27,1.58,0.31
3.108,-1.27,1.58,-1.27,1.58,0.31
3.126,-1.27,1.60,-1.27,1.60,0.33
3.157,-1.27,1.60,-1.27,1.60,0.33
3.159,-1.27,1.60,-1.27,1.60,0.33
3.160,-1.27,1.58,-1.27,1.58,0.31
3.196,-1.27,1.59,-1.27,1.59,0.32
3.207,-1.27,1.59,-1.27,1.59,0.32
3.210,-1.27,1.59,-1.27,1.59,0.32
3.232,-1.27,1.60,-1.27,1.60,0.33
3.258,-1.27,1.60,-1.27,1.60,0.33
3.261,-1.27,1.60,-1.27,1.60,0.33
3.265,-1.27,1.61,-1.27,1.61,0.34
3.303,-1.27,1.59,-1.27,1.59,0.32
3.312,-1.27,1.59,-1.27,1.59,0.32
3.316,-1.27,1.59,-1.27,1.59,0.32
3.336,-1.27,1.60,-1.27,1.60,0.33
3.363,-1.27,1.60,-1.27,1.60,0.33
3.367,-1.27,1.60,-1.27,1.60,0.33
3.374,-1.27,1.61,-1.27,1.61,0.34
3.403,-1.27,1.60,-1.27,1.60,0.33
3.414,-1.27,1.60,-1.27,1.60,0.33
3.419,-1.27,1.60,-1.27,1.60,0.33
3.435,-1.27,1.58,-1.27,1.58,0.31
3.465,-1.27,1.58,-1.27,1.58,0.31
3.469,-1.27,1.58,-1.27,1.58,0.31
3.472,-1.27,1.58,-1.27,1.58,0.31
3.505,-1.27,1.56,-1.27,1.56,0.29
3.516,-1.27,1.56,-1.27,1.56,0.29
3.519,-1.27,1.56,-1.27,1.56,0.29
3.538,-1.27,1.61,-1.27,1.61,0.34
3.567,-1.27,1.61,-1.27,1.61,0.34
3.571,-1.27,1.61,-1.27,1.61,0.34
3.574,-1.27,1.60,-1.27,1.60,0.33
3.610,-1.27,1.59,-1.27,1.59,0.32
3.617,-1.27,1.59,-1.27,1.59,0.32
3.620,-1.27,1.59,-1.27,1.59,0.32
3.645,-1.27,1.59,-1.27,1.59,0.32
3.668,-1.27,1.59,-1.27,1.59,0.32
3.672,-1.27,1.59,-1.27,1.59,0.32
3.680,-1.27,1.59,-1.27,1.59,0.32
3.711,-1.27,1.59,-1.27,1.59,0.32
3.718,-1.27,1.59,-1.27,1.59,0.32
3.722,-1.27,1.59,-1.27,1.59,0.32
3.746,-1.27,1.61,-1.27,1.61,0.34
3.769,-1.27,1.61,-1.27,1.61,0.34
3.772,-1.27,1.61,-1.27,1.61,0.34
3.782,-1.27,1.57,-1.27,1.57,0.30
3.814,-1.27,1.56,-1.27,1.56,0.29
3.820,-1.27,1.56,-1.27,1.56,0.29
3.823,-1.27,1.56,-1.27,1.56,0.29
3.851,-1.27,1.63,-1.27,1.63,0.36
3.871,-1.27,1.63,-1.27,1.63,0.36
3.875,-1.27,1.63,-1.27,1.63,0.36
3.887,-1.27,1.59,-1.27,1.59,0.32
